Artikel;article_description;Bruttobetrag;Nettobetrag;Verkaufte_Stücke;Gewicht_verkauft;Durchschnittlicher_Preis;umsatz_tot;origin;year;date
A10001;Favorite;585;585;76;NA;7.7;29.23;05.10.csv;2016;05.10.2016
A10002;Green;759;759;97;NA;7.82;37.92;05.10.csv;2016;05.10.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.01;05.10.csv;2016;05.10.2016
A10005;Menu Suppe;6;6;4;NA;1.5;0.3;05.10.csv;2016;05.10.2016
A10006;Menu Salat;18;18;12;NA;1.5;0.9;05.10.csv;2016;05.10.2016
A10014;Kitchen 4;346;346;27;NA;12.81;17.29;05.10.csv;2016;05.10.2016
A10040;Garden;228.4;228.4;32;9.912;23.04;11.41;05.10.csv;2016;05.10.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;05.10.csv;2016;05.10.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.11;05.10.csv;2016;05.10.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.12;05.10.csv;2016;05.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.22;05.10.csv;2016;05.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.24;05.10.csv;2016;05.10.2016
A10144;Trockengebäck 100g verpackt;4.4;4.4;2;NA;2.2;0.22;05.10.csv;2016;05.10.2016
A10410;Sandwich Milano;8.5;8.5;2;NA;4.25;0.42;05.10.csv;2016;05.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.3;05.10.csv;2016;05.10.2016
A10417;Sandwich Softie;8;8;2;NA;4;0.4;05.10.csv;2016;05.10.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.2;05.10.csv;2016;05.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.25;05.10.csv;2016;05.10.2016
A10000;Catering;347.1;347.1;4;NA;86.78;16.05;06.10.csv;2016;06.10.2016
A10001;Favorite;1003;1003;129;NA;7.78;46.38;06.10.csv;2016;06.10.2016
A10002;Green;343;343;44;NA;7.8;15.86;06.10.csv;2016;06.10.2016
A10005;Menu Suppe;6;6;4;NA;1.5;0.28;06.10.csv;2016;06.10.2016
A10006;Menu Salat;22.5;22.5;15;NA;1.5;1.04;06.10.csv;2016;06.10.2016
A10014;Kitchen 4;192;192;15;NA;12.8;8.88;06.10.csv;2016;06.10.2016
A10040;Garden;220.8;220.8;30;9.578;23.05;10.21;06.10.csv;2016;06.10.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.05;06.10.csv;2016;06.10.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.16;06.10.csv;2016;06.10.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.11;06.10.csv;2016;06.10.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.2;06.10.csv;2016;06.10.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.08;06.10.csv;2016;06.10.2016
A10120;Mandelbrezel;2.4;2.4;1;NA;2.4;0.11;06.10.csv;2016;06.10.2016
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.11;06.10.csv;2016;06.10.2016
A10416;Sandwich Ticinese;6.5;6.5;1;NA;6.5;0.3;06.10.csv;2016;06.10.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.18;06.10.csv;2016;06.10.2016
A10001;Favorite;281;281;36;NA;7.81;20.99;07.10.csv;2016;07.10.2016
A10002;Green;493;493;64;NA;7.7;36.83;07.10.csv;2016;07.10.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.02;07.10.csv;2016;07.10.2016
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.34;07.10.csv;2016;07.10.2016
A10006;Menu Salat;4.5;4.5;3;NA;1.5;0.34;07.10.csv;2016;07.10.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.04;07.10.csv;2016;07.10.2016
A10014;Kitchen 4;369;369;28;NA;13.18;27.56;07.10.csv;2016;07.10.2016
A10040;Garden;167.3;167.3;19;7.274;23;12.5;07.10.csv;2016;07.10.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.22;07.10.csv;2016;07.10.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.18;07.10.csv;2016;07.10.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.24;07.10.csv;2016;07.10.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.3;07.10.csv;2016;07.10.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.45;07.10.csv;2016;07.10.2016
A10001;Favorite;562;562;75;NA;7.49;30.89;10.10.csv;2016;10.10.2016
A10002;Green;518;518;69;NA;7.51;28.48;10.10.csv;2016;10.10.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.03;10.10.csv;2016;10.10.2016
A10005;Menu Suppe;6;6;4;NA;1.5;0.33;10.10.csv;2016;10.10.2016
A10006;Menu Salat;12;12;8;NA;1.5;0.66;10.10.csv;2016;10.10.2016
A10014;Kitchen 4;358;358;28;NA;12.79;19.68;10.10.csv;2016;10.10.2016
A10040;Garden;330.6;330.6;40;14.33;23.07;18.17;10.10.csv;2016;10.10.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.11;10.10.csv;2016;10.10.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.12;10.10.csv;2016;10.10.2016
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.13;10.10.csv;2016;10.10.2016
A10122;Nussbrille;2.4;2.4;1;NA;2.4;0.13;10.10.csv;2016;10.10.2016
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.13;10.10.csv;2016;10.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.25;10.10.csv;2016;10.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.22;10.10.csv;2016;10.10.2016
A10452;Crispy Chicken;12;12;2;NA;6;0.66;10.10.csv;2016;10.10.2016
A10000;Catering;12;12;2;NA;6;0.56;11.10.csv;2016;11.10.2016
A10001;Favorite;831;831;111;NA;7.49;38.82;11.10.csv;2016;11.10.2016
A10002;Green;429;429;58;NA;7.4;20.04;11.10.csv;2016;11.10.2016
A10004;Brot Stück;1.5;1.5;5;NA;0.3;0.07;11.10.csv;2016;11.10.2016
A10005;Menu Suppe;18;18;12;NA;1.5;0.84;11.10.csv;2016;11.10.2016
A10006;Menu Salat;18;18;12;NA;1.5;0.84;11.10.csv;2016;11.10.2016
A10008;Gemüseportion;1.5;1.5;1;NA;1.5;0.07;11.10.csv;2016;11.10.2016
A10014;Kitchen 4;307;307;24;NA;12.79;14.34;11.10.csv;2016;11.10.2016
A10040;Garden;432.8;432.8;55;18.754;23.08;20.22;11.10.csv;2016;11.10.2016
A10072;Schichtjoghurt;12.5;12.5;4;NA;3.13;0.58;11.10.csv;2016;11.10.2016
A10073;Saisonfrüchte geschnitten;3.5;3.5;1;NA;3.5;0.16;11.10.csv;2016;11.10.2016
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.11;11.10.csv;2016;11.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.21;11.10.csv;2016;11.10.2016
A10144;Trockengebäck 100g verpackt;2.2;2.2;1;NA;2.2;0.1;11.10.csv;2016;11.10.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.15;11.10.csv;2016;11.10.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.51;11.10.csv;2016;11.10.2016
A10410;Sandwich Milano;8.5;8.5;2;NA;4.25;0.4;11.10.csv;2016;11.10.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.42;11.10.csv;2016;11.10.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.26;11.10.csv;2016;11.10.2016
A10416;Sandwich Ticinese;12.5;12.5;2;NA;6.25;0.58;11.10.csv;2016;11.10.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.19;11.10.csv;2016;11.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.23;11.10.csv;2016;11.10.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.28;11.10.csv;2016;11.10.2016
A10000;Catering;7;7;1;NA;7;0.41;12.10.csv;2016;12.10.2016
A10001;Favorite;702;702;96;NA;7.31;41.42;12.10.csv;2016;12.10.2016
A10002;Green;336;336;45;NA;7.47;19.83;12.10.csv;2016;12.10.2016
A10004;Brot Stück;1.5;1.5;5;NA;0.3;0.09;12.10.csv;2016;12.10.2016
A10005;Menu Suppe;8.5;8.5;5;NA;1.7;0.5;12.10.csv;2016;12.10.2016
A10006;Menu Salat;15;15;10;NA;1.5;0.89;12.10.csv;2016;12.10.2016
A10014;Kitchen 4;308;308;24;NA;12.83;18.17;12.10.csv;2016;12.10.2016
A10040;Garden;237;237;29;10.226;23.18;13.98;12.10.csv;2016;12.10.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.06;12.10.csv;2016;12.10.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.18;12.10.csv;2016;12.10.2016
A10101;Ragusa-Gipfel;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2016;12.10.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2016;12.10.2016
A10135;Wähe;9;9;2;NA;4.5;0.53;12.10.csv;2016;12.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;2.4;2.4;1;NA;2.4;0.14;12.10.csv;2016;12.10.2016
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.57;12.10.csv;2016;12.10.2016
A10409;Sandwich Appenzell;11;11;2;NA;5.5;0.65;12.10.csv;2016;12.10.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.24;12.10.csv;2016;12.10.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.24;12.10.csv;2016;12.10.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.27;12.10.csv;2016;12.10.2016
A10416;Sandwich Ticinese;12.5;12.5;2;NA;6.25;0.74;12.10.csv;2016;12.10.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.24;12.10.csv;2016;12.10.2016
A10451;Sandwich Bauette;10;10;2;NA;5;0.59;12.10.csv;2016;12.10.2016
A10000;Catering;30.9;30.9;6;NA;5.15;2.09;13.10.csv;2016;13.10.2016
A10001;Favorite;658;658;86;NA;7.65;44.58;13.10.csv;2016;13.10.2016
A10002;Green;357;357;48;NA;7.44;24.19;13.10.csv;2016;13.10.2016
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.3;13.10.csv;2016;13.10.2016
A10006;Menu Salat;10.5;10.5;7;NA;1.5;0.71;13.10.csv;2016;13.10.2016
A10014;Kitchen 4;216;216;17;NA;12.71;14.63;13.10.csv;2016;13.10.2016
A10040;Garden;166.2;166.2;20;7.222;23.01;11.26;13.10.csv;2016;13.10.2016
A10063;Frucht 1.00;5;5;5;NA;1;0.34;13.10.csv;2016;13.10.2016
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.16;13.10.csv;2016;13.10.2016
A10200;Birchermüesli Classic;10.1;10.1;3;NA;3.37;0.68;13.10.csv;2016;13.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.37;13.10.csv;2016;13.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.41;13.10.csv;2016;13.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.27;13.10.csv;2016;13.10.2016
A10000;Catering;13;13;4;NA;3.25;0.95;14.10.csv;2016;14.10.2016
A10001;Favorite;600;600;78;NA;7.69;44.01;14.10.csv;2016;14.10.2016
A10002;Green;400;400;54;NA;7.41;29.34;14.10.csv;2016;14.10.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.02;14.10.csv;2016;14.10.2016
A10005;Menu Suppe;1.5;1.5;1;NA;1.5;0.11;14.10.csv;2016;14.10.2016
A10006;Menu Salat;13.5;13.5;9;NA;1.5;0.99;14.10.csv;2016;14.10.2016
A10014;Kitchen 4;76;76;6;NA;12.67;5.58;14.10.csv;2016;14.10.2016
A10040;Garden;224.3;224.3;27;9.698;23.13;16.45;14.10.csv;2016;14.10.2016
A10063;Frucht 1.00;2;2;2;NA;1;0.15;14.10.csv;2016;14.10.2016
A10114;Fitnessbrötli;2.2;2.2;1;NA;2.2;0.16;14.10.csv;2016;14.10.2016
A10119;Studentenschnitte;7.2;7.2;3;NA;2.4;0.53;14.10.csv;2016;14.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.33;14.10.csv;2016;14.10.2016
A10200;Birchermüesli Classic;3.7;3.7;1;NA;3.7;0.27;14.10.csv;2016;14.10.2016
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.81;14.10.csv;2016;14.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.29;14.10.csv;2016;14.10.2016
A10000;Catering;1.3;1.3;2;NA;0.65;0.07;17.10.csv;2016;17.10.2016
A10001;Favorite;616;616;82;NA;7.51;34.9;17.10.csv;2016;17.10.2016
A10002;Green;628;628;84;NA;7.48;35.58;17.10.csv;2016;17.10.2016
A10005;Menu Suppe;7;7;4;NA;1.75;0.4;17.10.csv;2016;17.10.2016
A10006;Menu Salat;10.5;10.5;7;NA;1.5;0.59;17.10.csv;2016;17.10.2016
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.06;17.10.csv;2016;17.10.2016
A10014;Kitchen 4;173;173;13;NA;13.31;9.8;17.10.csv;2016;17.10.2016
A10040;Garden;254.8;254.8;31;11.068;23.02;14.43;17.10.csv;2016;17.10.2016
A10063;Frucht 1.00;1;1;1;NA;1;0.06;17.10.csv;2016;17.10.2016
A10072;Schichtjoghurt;3.5;3.5;1;NA;3.5;0.2;17.10.csv;2016;17.10.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.12;17.10.csv;2016;17.10.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.1;17.10.csv;2016;17.10.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.14;17.10.csv;2016;17.10.2016
A10128;Aprikosenjalousie;5.3;5.3;2;NA;2.65;0.3;17.10.csv;2016;17.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.25;17.10.csv;2016;17.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.27;17.10.csv;2016;17.10.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.18;17.10.csv;2016;17.10.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.23;17.10.csv;2016;17.10.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.51;17.10.csv;2016;17.10.2016
A10415;Sandwich Turkey;5.5;5.5;1;NA;5.5;0.31;17.10.csv;2016;17.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.34;17.10.csv;2016;17.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.23;17.10.csv;2016;17.10.2016
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.31;17.10.csv;2016;17.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.28;17.10.csv;2016;17.10.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.34;17.10.csv;2016;17.10.2016
A10000;Catering;20;20;4;NA;5;0.86;18.10.csv;2016;18.10.2016
A10001;Favorite;809;809;104;NA;7.78;34.97;18.10.csv;2016;18.10.2016
A10002;Green;517;517;69;NA;7.49;22.35;18.10.csv;2016;18.10.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.13;18.10.csv;2016;18.10.2016
A10006;Menu Salat;19;19;12;NA;1.58;0.82;18.10.csv;2016;18.10.2016
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.04;18.10.csv;2016;18.10.2016
A10014;Kitchen 4;612;612;48;NA;12.75;26.46;18.10.csv;2016;18.10.2016
A10040;Garden;258.5;258.5;30;11.186;23.11;11.17;18.10.csv;2016;18.10.2016
A10072;Schichtjoghurt;3;3;1;NA;3;0.13;18.10.csv;2016;18.10.2016
A10123;Russenzöpfli;2.4;2.4;1;NA;2.4;0.1;18.10.csv;2016;18.10.2016
A10128;Aprikosenjalousie;7.2;7.2;3;NA;2.4;0.31;18.10.csv;2016;18.10.2016
A10164;Hausgemachter Kuchen;5;5;2;NA;2.5;0.22;18.10.csv;2016;18.10.2016
A10200;Birchermüesli Classic;9.6;9.6;3;NA;3.2;0.42;18.10.csv;2016;18.10.2016
A10411;Sandwich Power Ham;4.5;4.5;1;NA;4.5;0.19;18.10.csv;2016;18.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.26;18.10.csv;2016;18.10.2016
A10425;Sandwich Italien;6;6;1;NA;6;0.26;18.10.csv;2016;18.10.2016
A10450;Sandwich Laugenkaiser;8;8;2;NA;4;0.35;18.10.csv;2016;18.10.2016
A10451;Sandwich Bauette;10;10;2;NA;5;0.43;18.10.csv;2016;18.10.2016
A10452;Crispy Chicken;12;12;2;NA;6;0.52;18.10.csv;2016;18.10.2016
A10000;Catering;13.3;13.3;1;NA;13.3;0.81;19.10.csv;2016;19.10.2016
A10001;Favorite;610;610;79;NA;7.72;37.29;19.10.csv;2016;19.10.2016
A10002;Green;542;542;72;NA;7.53;33.13;19.10.csv;2016;19.10.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.18;19.10.csv;2016;19.10.2016
A10006;Menu Salat;9;9;6;NA;1.5;0.55;19.10.csv;2016;19.10.2016
A10007;Senf Mayo Ketschup;1.5;1.5;3;NA;0.5;0.09;19.10.csv;2016;19.10.2016
A10014;Kitchen 4;152;152;12;NA;12.67;9.29;19.10.csv;2016;19.10.2016
A10040;Garden;250.4;250.4;31;10.882;23.01;15.31;19.10.csv;2016;19.10.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.1;19.10.csv;2016;19.10.2016
A10120;Mandelbrezel;4.8;4.8;2;NA;2.4;0.29;19.10.csv;2016;19.10.2016
A10135;Wähe;4.5;4.5;1;NA;4.5;0.28;19.10.csv;2016;19.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;4.8;4.8;2;NA;2.4;0.29;19.10.csv;2016;19.10.2016
A10148;Fruchttörtli;2.4;2.4;1;NA;2.4;0.15;19.10.csv;2016;19.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.34;19.10.csv;2016;19.10.2016
A10413;Sandwich Start Your Day;5;5;1;NA;5;0.31;19.10.csv;2016;19.10.2016
A10417;Sandwich Softie;8.5;8.5;2;NA;4.25;0.52;19.10.csv;2016;19.10.2016
A10425;Sandwich Italien;12;12;2;NA;6;0.73;19.10.csv;2016;19.10.2016
A10451;Sandwich Bauette;5.5;5.5;1;NA;5.5;0.34;19.10.csv;2016;19.10.2016
A10001;Favorite;694;694;85;NA;8.16;45.39;20.10.csv;2016;20.10.2016
A10002;Green;333;333;42;NA;7.93;21.78;20.10.csv;2016;20.10.2016
A10006;Menu Salat;15.5;15.5;9;NA;1.72;1.01;20.10.csv;2016;20.10.2016
A10007;Senf Mayo Ketschup;1;1;2;NA;0.5;0.07;20.10.csv;2016;20.10.2016
A10014;Kitchen 4;243;243;19;NA;12.79;15.89;20.10.csv;2016;20.10.2016
A10040;Garden;185.5;185.5;21;8.062;23.01;12.13;20.10.csv;2016;20.10.2016
A10108;Laugenbrezel mit Butter;4.4;4.4;2;NA;2.2;0.29;20.10.csv;2016;20.10.2016
A10127;Aprikosenplunder;2.9;2.9;1;NA;2.9;0.19;20.10.csv;2016;20.10.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.16;20.10.csv;2016;20.10.2016
A10135;Wähe;9;9;2;NA;4.5;0.59;20.10.csv;2016;20.10.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.42;20.10.csv;2016;20.10.2016
A10411;Sandwich Power Ham;4;4;1;NA;4;0.26;20.10.csv;2016;20.10.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.59;20.10.csv;2016;20.10.2016
A10415;Sandwich Turkey;11;11;2;NA;5.5;0.72;20.10.csv;2016;20.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.26;20.10.csv;2016;20.10.2016
A10450;Sandwich Laugenkaiser;4;4;1;NA;4;0.26;20.10.csv;2016;20.10.2016
A10000;Catering;236.2;236.2;28;NA;8.44;14.36;21.10.csv;2016;21.10.2016
A10001;Favorite;585;585;76;NA;7.7;35.56;21.10.csv;2016;21.10.2016
A10002;Green;408;408;54;NA;7.56;24.8;21.10.csv;2016;21.10.2016
A10005;Menu Suppe;4.5;4.5;3;NA;1.5;0.27;21.10.csv;2016;21.10.2016
A10006;Menu Salat;11.5;11.5;7;NA;1.64;0.7;21.10.csv;2016;21.10.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.03;21.10.csv;2016;21.10.2016
A10014;Kitchen 4;151;151;12;NA;12.58;9.18;21.10.csv;2016;21.10.2016
A10040;Garden;215.6;215.6;26;9.374;23;13.1;21.10.csv;2016;21.10.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.24;21.10.csv;2016;21.10.2016
A10121;Mandelschnecke;2.4;2.4;1;NA;2.4;0.15;21.10.csv;2016;21.10.2016
A10128;Aprikosenjalousie;2.4;2.4;1;NA;2.4;0.15;21.10.csv;2016;21.10.2016
A10200;Birchermüesli Classic;3.7;3.7;1;NA;3.7;0.22;21.10.csv;2016;21.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.33;21.10.csv;2016;21.10.2016
A10413;Sandwich Start Your Day;4.5;4.5;1;NA;4.5;0.27;21.10.csv;2016;21.10.2016
A10430;Bagel Sandwich Fisherman's Catch;5.5;5.5;1;NA;5.5;0.33;21.10.csv;2016;21.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.3;21.10.csv;2016;21.10.2016
A10001;Favorite;621;621;80;NA;7.76;40.49;24.10.csv;2016;24.10.2016
A10002;Green;440;440;58;NA;7.59;28.69;24.10.csv;2016;24.10.2016
A10004;Brot Stück;0.6;0.6;2;NA;0.3;0.04;24.10.csv;2016;24.10.2016
A10005;Menu Suppe;3;3;2;NA;1.5;0.2;24.10.csv;2016;24.10.2016
A10006;Menu Salat;15;15;10;NA;1.5;0.98;24.10.csv;2016;24.10.2016
A10014;Kitchen 4;251;251;19;NA;13.21;16.37;24.10.csv;2016;24.10.2016
A10040;Garden;168.4;168.4;25;7.32;23.01;10.98;24.10.csv;2016;24.10.2016
A10126;Apfel im Schlafrock;2.4;2.4;1;NA;2.4;0.16;24.10.csv;2016;24.10.2016
A10128;Aprikosenjalousie;2.9;2.9;1;NA;2.9;0.19;24.10.csv;2016;24.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;9.6;9.6;4;NA;2.4;0.63;24.10.csv;2016;24.10.2016
A10200;Birchermüesli Classic;3.2;3.2;1;NA;3.2;0.21;24.10.csv;2016;24.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.36;24.10.csv;2016;24.10.2016
A10435;FB Sandwich Emmental;11;11;2;NA;5.5;0.72;24.10.csv;2016;24.10.2016
A10000;Catering;14.9;14.9;2;NA;7.45;0.73;25.10.csv;2016;25.10.2016
A10001;Favorite;916;916;118;NA;7.76;44.59;25.10.csv;2016;25.10.2016
A10002;Green;574;574;74;NA;7.76;27.94;25.10.csv;2016;25.10.2016
A100039;Portion Pommes;11;11;2;NA;5.5;0.54;25.10.csv;2016;25.10.2016
A10005;Menu Suppe;10;10;6;NA;1.67;0.49;25.10.csv;2016;25.10.2016
A10006;Menu Salat;9;9;6;NA;1.5;0.44;25.10.csv;2016;25.10.2016
A10007;Senf Mayo Ketschup;2;2;4;NA;0.5;0.1;25.10.csv;2016;25.10.2016
A10014;Kitchen 4;178;178;14;NA;12.71;8.67;25.10.csv;2016;25.10.2016
A10040;Garden;257.9;257.9;39;11.214;23;12.56;25.10.csv;2016;25.10.2016
A10063;Frucht 1.00;3;3;3;NA;1;0.15;25.10.csv;2016;25.10.2016
A10101;Ragusa-Gipfel;4.8;4.8;2;NA;2.4;0.23;25.10.csv;2016;25.10.2016
A10108;Laugenbrezel mit Butter;2.2;2.2;1;NA;2.2;0.11;25.10.csv;2016;25.10.2016
A10112;Maisbrötli;1.7;1.7;1;NA;1.7;0.08;25.10.csv;2016;25.10.2016
A10121;Mandelschnecke;4.8;4.8;2;NA;2.4;0.23;25.10.csv;2016;25.10.2016
A10127;Aprikosenplunder;2.4;2.4;1;NA;2.4;0.12;25.10.csv;2016;25.10.2016
A10200;Birchermüesli Classic;6.4;6.4;2;NA;3.2;0.31;25.10.csv;2016;25.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.27;25.10.csv;2016;25.10.2016
A10413;Sandwich Start Your Day;9.5;9.5;2;NA;4.75;0.46;25.10.csv;2016;25.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.29;25.10.csv;2016;25.10.2016
A10425;Sandwich Italien;6;6;1;NA;6;0.29;25.10.csv;2016;25.10.2016
A10450;Sandwich Laugenkaiser;12;12;3;NA;4;0.58;25.10.csv;2016;25.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.24;25.10.csv;2016;25.10.2016
A10452;Crispy Chicken;12;12;2;NA;6;0.58;25.10.csv;2016;25.10.2016
A10000;Catering;1.3;1.3;1;NA;1.3;0.07;26.10.csv;2016;26.10.2016
A10001;Favorite;1069;1069;139;NA;7.69;55.81;26.10.csv;2016;26.10.2016
A10002;Green;260;260;34;NA;7.65;13.57;26.10.csv;2016;26.10.2016
A10004;Brot Stück;0.3;0.3;1;NA;0.3;0.02;26.10.csv;2016;26.10.2016
A10005;Menu Suppe;18;18;12;NA;1.5;0.94;26.10.csv;2016;26.10.2016
A10006;Menu Salat;24;24;16;NA;1.5;1.25;26.10.csv;2016;26.10.2016
A10007;Senf Mayo Ketschup;0.5;0.5;1;NA;0.5;0.03;26.10.csv;2016;26.10.2016
A10014;Kitchen 4;180;180;14;NA;12.86;9.4;26.10.csv;2016;26.10.2016
A10040;Garden;288.9;288.9;41;12.52;23.08;15.08;26.10.csv;2016;26.10.2016
A10063;Frucht 1.00;4;4;4;NA;1;0.21;26.10.csv;2016;26.10.2016
A10139;Zitronencake-Schnitte 100g verpackt;9.6;9.6;4;NA;2.4;0.5;26.10.csv;2016;26.10.2016
A10163;Bürli;1.4;1.4;1;NA;1.4;0.07;26.10.csv;2016;26.10.2016
A10200;Birchermüesli Classic;12.8;12.8;4;NA;3.2;0.67;26.10.csv;2016;26.10.2016
A10409;Sandwich Appenzell;5.5;5.5;1;NA;5.5;0.29;26.10.csv;2016;26.10.2016
A10410;Sandwich Milano;4;4;1;NA;4;0.21;26.10.csv;2016;26.10.2016
A10413;Sandwich Start Your Day;9;9;2;NA;4.5;0.47;26.10.csv;2016;26.10.2016
A10416;Sandwich Ticinese;6;6;1;NA;6;0.31;26.10.csv;2016;26.10.2016
A10417;Sandwich Softie;4;4;1;NA;4;0.21;26.10.csv;2016;26.10.2016
A10425;Sandwich Italien;6;6;1;NA;6;0.31;26.10.csv;2016;26.10.2016
A10451;Sandwich Bauette;5;5;1;NA;5;0.26;26.10.csv;2016;26.10.2016
A10452;Crispy Chicken;6;6;1;NA;6;0.31;26.10.csv;2016;26.10.2016
A10001;Favorite;378;378;50;NA;7.56;24.26;27.10.csv;2016;27.10.2016
A10002;Green;582;582;74;NA;7.86;37.36;27.10.csv;2016;27.10.2016
